35386_3,The generalization of groups is dangerous.,It makes it much easier to hate against people.,so
15831_1,The speakers discussed foreign conflict.,They also discussed war between countries.,and
40483_2,That only explains the deaths as accidents I'veheardso many stories about,fathers or brothers who lost everything,and
39600_4,You're concerned about the members of the American troops.,You don't think of the troops on the other side.,and
7584_1,We don't only deserve equality.,We are actually equal.,and
41201_1,I believe we are different., we will always look at someone differently.,and
13534_1,It's what I think.,Humans in general have very high egos.,because
30412_1,When I look at what my parents were forced to endure during the most precious times of their youth.,Look at the life I live today.,and
10157_4,America has a long history of mistreating different groups based on their race.,America has a long history of mistreating different groups based on their religion.,and
34856_1,It is hard to relate to people who haven't had similar experience you have.,you can't feel for them.,because
33029_5,"the events occurring in Charlottesville, we  do not nearly have ",negative a view on Christianity  we do on Sharia Law.,and
35900_4,Suddenly their house erupts.,They lose almost everything.,and
22651_4,"One of the spouses is not contributing, or it is not good for the child,",there is a lot less incentive to get divorced.,because
42402_1,Any good American should take the time to think this through. ,They should put themselves in someone else's shoes. ,and
38969_1,Many Americans live their lives not knowing the disasters that are occurring every single day in other parts of the world., being  unaware that their own government could quite possibly be destroying the lives of others.,and
11789_1,Dark Italians are not considered black.,They have European features.,Nan
13771_1,Having a big nose has been something.,I've known I've had every since I could remember.,Nan
33644_2,They are willing to offer Basim only few thousand dollars.,it made everything meaningless.,and
33877_1,"Intrigued me, I had always thought that in the Islamic area.","wives, husbands were chosen by the parents.",because
19582_2,People struggle together to learn a completely new language.,It allowed me to identify with all of them.,and
22935_1,One nation may have one way of doing something.,If it is not done that way it can affect the nation as a whole. ,and
33741_4,He continues to live his life.,He continues to share his story.,and
37569_1,This taught me the lesson.,"if I really want to see the world a better place, then I have to consider that the cost of my wife's life is the same as my neighbor's or another person",Nan
42566_1,Kids nowadays can tell you the chemical equation for photosynthesis.,They can tell you what the quadratic formula is.,and
7982_1,I completely relate to how you feel about gaining knowledge in something that you feel passionate about.,I don't want to get caught up in what your final grade is on a big exam either.,so
36107_1,I think this is extremely sad,I would never want someone to go through something like this,and
24516_1,I believe these people are just like us.,We need to pay attention to that.,and
33506_1,He has the ability to truly forgive the troops.,He has the ability to truly forgive the American people.,and
23251_1,It is by the standards of Christianity.,Those are the standards.,because
33132_2,I learned that the Lord will let you stray away.,He will always lead you back.,and
37479_1,One of my friends was sick.,One of my friends had to stay home from school that day.,and
39532_1,"Bassim said his advice to the class was more regarding more people, more places outside of the United States.",I thought he hit the nail on the head.,and
33009_1,Mostly everything that I hear about that is related to, this country is something very negative.,Nan
27262_1,someone's house being is just a scenario,it never happens here,Nan
33487_2,He stated that America government was willing to pay him back few thousand  dollars,  they accidentally bombed his house killed his family which is ,and
22724_1,To educate oneself.,To make better opinions for themselves.,and
42598_4,Helped me realize there's an issue.,"People are fed up, it's wrong.",and
22419_10,This is assuming they had the same core goals.,values they had were exactly the same.,and
30690_1,All that this group does is hurt people instill fear in them., how are they any different than an extemist Muslim group.,and
27905_1,Religious texts are very powerful.,They can be interpreted for good or bad.,Nan
30552_4,Something good can happen.,Something good will happen.,and
42100_4,it is important to reach out to family.,No matter how far.,and
39096_2,The idea that your entire life can be torn away in a second is a terrifying one. ,Most of the Iraqi people lived it almost everyday of their lives. ,and
22034_1,We strip them of their Christian label.,We recognize their insane extremism.,because
7777_1,"In the video that I chose, Professor Richards acknowledges widespread discussions.", They constantly go on throughout society.,Nan
39631_3,there were major acts against humanity.,millions of people were murdered really puts into perspective just how minuscule.,and
38833_2,I consider myself Roman Catholic.,"Still,  I don't go to church every Sunday.",and
14245_4,I'm not going to seek out other kids from different backgrounds.,They aren't going to have the same experiences.,because
33956_5,Sam teaches us empathy.,Sam shows us that theres a whole other side of the world that we don't see.,and
40371_1,Bassim's advice to us to be more aware of people outside the United States.,He says to be more aware of places that are outside the United States.,and
34739_2,It drew me in.,I could hear more about his tremendous struggle.,and
40479_6,Showed much compassion talking about us U.S. citizens.,tolerance when talking about us U.S. citizens.,and
40058_2,"They based their legal opinions on Quran, Hadith.","They based their legal opinions on centuries of debate, interpretation, precedent.",and
40719_1,They have not done anything and they may not even believe in what their home side is fighting for.,", Basim still does not hate the United States.",Nan
26613_3,This includes probably most Christians.,This brings two things to light.,and
35959_3,I felt emotional learning what happened.,It happened to Basim.,and
7503_1,To get to know a country one must experience the culture.,One can't form an opinion on America without doing it. ,and
41649_2,What I'm trying to say is that the people of the press have responsibilities.,They should spread the fact that even terrorism happens.,Nan
41767_3,I think a certain thing is something really to appreciate as a certain person.,I think a certain thing is something really to appreciate as a student.,Nan
29471_3, it a broken-down place with not many resources ., how it has been pictured in the news by the media.,because
40371_2,Bassim's advice to us to be more aware of people outside the United States.,He says to be more aware of places that are outside the United States.,and
23150_1,This was in the same way white people are poor.,This was inaccurate. ,so
35061_3,It it was so powerful. ,He transformed his grieving and sorrow to a more positive outlook. ,because
29420_1," it's just eye opening to see how similar our human race is, ", it makes me question why we have to blow things out of proportion that,and
27083_2,This is not saying that you should not interpret the Bible.,There are better means of establishing a moral compass in one's self.,and
21123_1,I learned something from this video.,The Bible has its flaws.,Nan
40473_3,I could see what an amazing person he was.,I was left speechless.,and
32781_1,"Ive always generally agreed with the Catholic core beliefs, values,",but do not follow the religion very closely but interested in learning about other beliefs.,and
40605_2,Bassim hates the United States.,I were him.,and
8728_1,I really like the way that Sam points these things out.,It's in a way that we can realize our own ignorance.,Nan
26705_4,he is trying to make us a christian nation,he is crazy,Nan
22369_2,I am usually very impressed.,People from other countries try to talk to me in my language.,because
8440_5,It will be less personal.,You can be more honest without risking backlash.,Nan
38821_2,he has somehow found the purpose of his life.,realized that everything truly happens with a reason.,and
8820_1,When we sit down and think about it.,We generally hear statements.,Nan
32065_4,Basim was just living a normal life. ,Basim was with his family in Mosul.,and
27825_6,all of a sudden they are participating  than servicing the public,under the non-discrimination laws set out  their country.,and
15499_1,Your country promotes promise.,Your country is founded on genocide.,and
38370_1,The class offer many learning opportunities.,It is truly wonderful.,so
8750_3,It makes them degrade anyone who is not from the same tribe.,They reject anyone that does not have pure blood.,so
15067_3,We should take the time to learn people's stories.,we can find respect in other cultures that live among us.,and
27590_1,My father was also a soldier in the Vietnam War.,"He's old, I know.",Nan
32302_6,"who  many individuals, persecute  hate","Which in the name of God, enslave human beings.",so
36342_1,Americans like to generalize.,Americans generalize whole cultures.,and
38586_1,People tend to live in their world where what they know is good. ,What they are unsure of is thought for them. ,and
19614_3,We are at odds with each other.,There are times that we must stand back.,and
19291_2,Rafi has been affected by the war.,We have no reason to support the war anymore.,and
29764_2,Sharia law has some things missing.,Sharia law can't be considered worldwide.,because
40896_1,"All in all, I really like your call for discussion.",It would alleviate many pressures we face today.,so
27672_6,I believe the Bible is out of date.,I cannot believe that being gay is wrong.,so
30839_1,This class showed me that everyone that we are at war with is not our enemy.,This class showed me that the war is affecting real people.,and
14477_3,He is more americanized.,He is used to seeing all races.,Nan
42091_1,Being angry will not bring his loved ones back.,He has to live every day to make them proud.,so
26536_1,It is a tragedy.,American citizens sit in a bubble. ,Nan
32202_2,Those questions were the ones that are afraid to be asked in normal interactions.,It is not acceptable in societal norms.,because
26697_3,Politicians are saying abortion should be illegal.,I think the politicians are interpreting that from their religion.,and
33709_5,"Your house, your family members houses are bombed.","Your car, your property is completely destroyed. ",and
10820_2,"When genes are mixed in people, you can spot the different ancestries.",Mixed people like myself are the future.,and
27554_9,it could diminish hate,it can create solution for bad things faster,so
33864_1,He also talks about how the revenues from the oil business in Iraq go straight into the politicians pockets.,The regular people cannot get anything. ,and
8960_1,"As a practicing Catholic, I understand the strict values.",And set of beliefs that the church expects its members to follow.,Nan
28545_3,People fear Muslim sharia.,People support Christian sharia.,Nan
23776_1,It is just our difference in generation.,This makes it harder for racism to not go away.,Nan
10698_1,Why must we sacrific the lives of innocent people?,Why do we insist our form of government is best?,because
39899_2,His whole life was destroyed.,He's probably just one of thousands of people our Army has hurt.,and
40417_4,"Mostly, I think it shows that a lot of things are extremely similar between different leaders.",There are only small difference in style/policy that will actually be passed.,and
14640_2,I am aware of the range of cultures at Penn State.,I am aware of the range of ethnicities at Penn State.,and
8967_4,I believe in something bigger.,be it God or a higher power.,Nan
39004_1,I felt like this gave a insight.,I was connecting it to an issue that I did not expect.,Nan
31577_1,Eeveryone lived behind the words.,Used them as a guidebook for daily lives.,and
34572_3,These people are not extremely different.,Than we are.,Nan
42125_1,I completely agree.,I think this comes back to what Sam was saying about Christian Sharia.,and
16407_5,This makes me upset that we stereotype these people. ,We stereotype their country with a negative connotation . ,because
35280_1,"The thing is, he did not see it that way.",At first he did.,Nan
41215_2,How interesting it can be to see similarities.,How interesting it can be to see differences.,and
26953_2,I've agreed and disagreed with points discussed.,I've thought about class topics long after the subject changed.,Nan
15355_1,Civil conversation where both people listen is great.,Conversation where people respect the ideas of one another is great too.,Nan
11836_1,Engaging with people from other countries is a good way as well.,We need to break out of the mindset that the western world is the center of the universe.,and
11642_1,Racism/ violence have been at the forefront recently.,I think one thing is going to push us through this: unity.,and
29022_3,we have never been through the same thing as tehm,people would be more understand and rely less on war,because
26547_2,He was not in this particular video.,This was an amazing class.,and
40421_3,We are focused on weapons of all kinds. ,People in Iraq aren't worried about that. ,and
36482_1,I enjoy this class.,It challenges me to think about things.,because
26581_3,Mr. Razzo found himself at a loss of a home.,He lost his own physical capability.,and
28105_1,This video was very interesting to me.,It was my first time hearing about Afghan culture from an American.,because
40936_4,Individuals need to be able to put themselves in someone else's shoes.,Individuals need to try to understand someone else's viewpoint.,and
12897_2,White people are associated with hockey.,A new stereotype has come about.,and
12698_2,Race is a noticeable issue,These things have been confronted,because
37620_1,I see a lot of people.,I assume that someone comes from a different culture.,because
41760_1,Imagine the God or higher power giving such a good person a terrible hardship.,How could that person continue to believe?,and
26075_1,It all depends on what you decide is relevant to your faith.,It's the same way with Islam.,and
39212_2,I have never talked with anyone who has worn one before.,I only talked to people similar to me.,Nan
12033_1,I agree with what you said about how the climate is different.,There is no ice rink for those type of conditions.,and
40638_2,The media focuses on national issues more than global issues.,Most people have a lack of experience outside of the country.,and
32926_1,Instead of allowing them to do this.," We are interrupting their live, not really for the danger we feel.",and
38968_1,My hear breaks to him.,My heart breaks to his family,and
30697_5,the most people our age have never partaken in that kind of racist behavior themselves, it seems  long ago.,because
21616_5,I would not be able to hold it together.,or be nearly as strong as Rafi and as we later saw Bassim are.,and
26105_1,I'm sorry.,Your opinions may differ.,because
11278_1,I enjoyed embracing the diversity we have in the class.,I enjoyed embracing the diversity we have all over the world.,and
42662_1,I think we should start to be more aware.,We don't live in a bubble.,because
20596_4,people would vacation in Cuba., they were basically giving money to the communist government.,so
37995_1,The united states is more divided now than it ever has been.,It's not going to change anytime soon.,and
21901_1,"It is solely responsible for the rise of ISIS, the Taliban.","Additionally, the smaller groups that we don't even hear about.",and
34319_1,"In many ways though, the United States needs to be in Iraq though.",The reason is due to ISIS.,and
28117_2,Used as  moral and a social focality.,It's not how society nor our government should be run.,and
40973_2,I admire that Razzo has faith in his religion.,He is able to lean on his beliefs.,so
21355_3,The Bible was written long ago.,Many advancements have occurred in our society.,and
35382_1,The city is nearly destroyed.,He is waiting around to be rebuilt.,so
24923_2,The people are different.,Others see it a threat.,and
39372_4,  it is easy to see them Violent., we look at our own country it is much more difficult.,and
30895_2,Pennsylvania were to have passed one of these bills.,My catholic high school to turn away anyone who disagreed.,and
23933_1,Bassims reasoning was logical.,It was moving on top of that.,and
31746_4,Relying on the Bible would be obsolete.,Relying on the Bible would be pointless.,and
39859_2,Sam accidentally converted to Islam.,It's so funny.,Nan
27890_1,It was astonishing to compare the two religions.,It was astonishing to compare the radical people who practice those religions.,and
39563_1,using the conversation with Basim I truly respect what he has to go through.,using the conversation with Sam I truly respect what he has to go through.,and
25119_1,It actually made me sad for everyone in Afghanistan.,"In America, we are blessed with safety and protection.",because
40425_1,In this airstrike there was only one surviving member of his family besides himself.,It was his son.,and
21999_1,People don't realize the horrors actually going on.,Massive lobbying power influences mainstream media.,and
33694_1,"I am from NYC, I have many friends who lost family members,that", I could have lost my father.,and
33021_1,This man does not deserve to feel hated by the majority of the world  where, he comes from.,because
40842_1,I completely agree with this statement.,I feel like even myself would like to know more about geography.,because
22049_2,That is prejudice to be honest,"The war influenced their life,  reputation",and
42420_5,By educating ourselves we will better future generations.,We will better how future generations view the world.,and
30200_2,this is most definitely true,I have never thought about yet realizing I am a person who does that,and
32339_4, it ismuch harder to hate a group of people you know much about them.,can relate on a personal level  that is whatshisname trying to do-show us that all of these people ,and
40762_4,What if your land was destroyed? ,What if your light was no more? ,and
29474_2,Hearing about his experiences  how things currently are continuing to hurt,my heart but  open my eyes that,and
27537_1,I disagree with you on one thing,the statement that society is build with white american staying on top benefiting from society,and
32403_1,I created my twitter account to focus on being funny.,I focused on entertaining people.,and
40275_3,I sometimes neglect to see other cultures eye to eye.,I am involved in only my practices.,because
39710_1,The civilians live in these conflict zones.,The civilians  have nothing to do with the battle.,and
7772_1,I believe this understanding can be developed through media.,I believe this understanding can be developed through education.,and
40433_2,They taught very important lessons about life.,They just displayed different outlooks on how life should be lived.,and
40430_1,He said he believe god chose him to survive to move forward.,He further achieve his goals in life.,and
20495_5,They cannot be grouped together.,and generalized as the same.,and
21422_2,Life goes on.,Everyone should realize that.,and
33286_1,I don't believe I would be able to feel at peace.,I would feel it was wrong to ever enjoy life again.,and
31406_2,Many members of my family claim to be devoted Catholics.,They select only parts of the Bible they want to follow.,and
38293_1,I wouldn't say I disagree.,I think forgiveness is  taught through religion. ,Nan
10392_1,"Canada with places like Sweden, Russia, Finland, are where the majority of European hockey players are from.",Those places are very cold so they have access to ice at most times of the year.,and
33598_5,due to the idea of political correctness.,most students wanting to set themselves up.,and
35523_2,Taking the time to understand and sympathize with a group of people's plights and struggles will lead to being open-minded.,It will lead to enlightened view of the world.,and
31956_1,"In that fact alone, was one of the main reasons ",which I enrolled in this class.,and
14210_1,Background does not matter.,Penn State is a highly esteemed state school.,and
34821_1,"Like Sam had said,  you don't know there are [violent Christians] it does not mean they are not there.",Christianity is all about how one interprets their religion in a certain way.,because
39479_1,It seemed like a ridiculous way to govern a society., It was mostly practiced by terrorist like the Taliban.,Nan
14547_1,I am from Northern Europe.,That's why i have lighter skin.,and
37098_1,Iraq is many people's home.,It is unfortunate that they have to live the way that they do.,and
41485_1,When you expressed that his religion tells him to act in that manner.,It showcases how peaceful of a religion Islam is.,Nan
29833_3,He relates that to how Muslims interpret what the Quran says.,They are practically the same thing.,and
29782_1,I believe in the bible's saying,I try my best to follow it,and
38112_3,"Bassim lost everything he had ever loved, too.",Bassim lost everything he owned and loved due to war.,and
41673_1,It is important to look around with all perspectives in mind.,"Take a look at the world with different perspectives, you will learn a lot.",so
41372_2,We never hear stores of Christian vs Christian or Christian terror attacks,We live in an area that is predominantly Christian.,because
38724_1,In middle school I learned about these bombs,in high school I learned about these bombs,and
27009_1,We are all simply human beings.,Accepting each others' differences is the first step towards world peace.,and
25428_1,I love how this class is constantly giving me reasons to challenge my beliefs.,It gets me thinking about new ones. ,and
12221_1,"I am from Brooklyn, New York, I grew up in such a diverse city.","It made me accustomed to people of all different colors, beleifes, shapes, all sizes even.",so
27403_2,They are unhappy.,It does not seem fair.,and
33202_1,I know a lot of women who wear the hijab everyday.,I know women who wear the hijab periodically.,and
21910_1,I will start by saying I really enjoyed reading your post.,I thought you brought up countless interesting and insightful points.,Nan
36991_5,He is  strong., to see the good in people having that happen isadmirable.,so
39650_1,"We were shown his house, his wife, and his past.",I was almost able to establish a great understanding of this man.,and
28223_1,I found this topic particularly compelling.,It is due to my experience growing up.,because
38794_1,I would love to challenge one of this individuals to talk face to face with Basim.,I try to defend what our GOVERNMENT did to him.,and
14593_1,Being able to track how genes moved over time is extremely fascinating.,It tells us a lot about the history of people. ,and
15889_1,Race is an issue in the United States.,"I think the main separation lies in the color of skin, not necessarily where people are from.",and
24816_1, Each person forms their own opinion,Topics that are not black and white in the Bible are catalysts for disagreement and hostile communication between people.,so
27984_2,homosexuals are not going to heaven according to the bible as said by some Christians,"yet getting drunk, reviling, masturbating would also prevent people from going to heaven according to bible's mentioning",and
39830_3,It is eye-opening to see how easily we  take lives from innocent people.,It is something to think about.,and
35635_2,It showed us that people on the other side of the world go through a lot of difficult times.,We pay no mind to them.,because
41450_1,He has not spoken about Latinos at all.,He hasn't done in since classes started.,and
41948_1,"Like you said, they are accepting of what we wear.",  most people are accepting of what they wear.,Nan
34161_1,I think Bassim gave us a lot to think about.,I'm so happy I was able to experience it!,and
36315_7,They have only seen the extremists in television shows., movies.,and
41420_3,He made friends with Americans.,He understood them.,and
24931_1,I understand for a lot of people this is not the case.,The activity could have been quite helpful for them.,so
40631_4,The topic is already really interesting. ,He enhances it.,and
37835_1,Basim is from Mosul.,Basim's family was killed in an accidental bombing that hit their family home.,and
21289_1,All we think and hear about is war and terrorist attacks.,Coming from countries like Afghanistan.,Nan
36492_3,"in terms of political views, we fail to realize that presidents are mostly different in terms of our country.",Presidents are different in the things that are constantly changing.,and
9340_1,I feel that this is the same for people that care about marrying outside your gender.,That's a topic for a different discussion.,Nan
30053_1,"Marissa, I completely agree .",feel the same way about what you are saying.,and
37277_4,Experiences like these teaches them first hand that their initial thoughts may be wrong,you may be surprised on what you have to hear.,and
15839_1,We're spending millions of dollars to essentially kill people.,They are just living n their country at peace.,Nan
40029_6,Felt grateful to him.,Sparing some time to tell us his story.,and
36314_1,Once you see what is in the Quran.,You see how closely their values align with ours.,and
40047_1,I like the most of this country.,I am blind to the outside world,and
39585_1,This class is a long lesson on empathy.,Bassim is a living testament to the power of empathy.,and
37908_2,It is very real., It is extremely devastating.,and
27428_2,He constantly talked about military in our relationship,it was hard for me to follow,because
40089_1,His story was absolutely incredible.,I enjoyed the Skype call a lot.,and
32884_3,"With information provided, people let others make their own judgments.",They let people judge for themselves over forcing opinions on them.,and
41400_2,Islamic leaders have failed to condemn.,Islamic leaders must be called out on.,and
38049_3,Most people assume his religion encourages violence.,Most people assume his religion encourages hatred.,and
25451_1,Asked if they would consider the KKK a Christian group.,They would be appalled and offended.,so
38991_3,I referred to what an amazing heart he had.,I read others making this reference too.,and
42284_2,That is what almost all major companies do.,I did not realize the actual truth.,because
13966_1,Julius Caesar was able to take advantage of the tribal division.,"He defeated the Gauls, German tribes, along with the Nordic Peoples.",and
21419_1,Mr. Razzo's family was killed by the American government.,he preached strict forgiveness.,and
39772_2,What has happened to them.,What has happened to their families homes.,and
9044_1,He is currently not on the team.,Many seem to believe it is due to him taking a social stance.,because
36979_2,Many changes cannot be felt to the civilians like Bassam.,In some instances the United States has made things much much worse.,and
7831_2,People don't acknowledge this.,They are not comfortable saying it. ,because
30962_1,Sam's exercise helped open my mind. ,It showed me more than I knew. ,and
21088_2,If you practice any sins that you are not going to Heaven.,The Bible does mention several times how those who repent.,because
21886_1,I remember talking to a couple of young men.,I believe they were from Iran.,Nan
33910_2,The only thing I believe we can do is be different from them.,The only thing I believe we can do is preach the difference.,and
9364_2,I can understand them better.,We sometimes judge others.,because
32995_2,It is hard to view your home country from an outsider viewpoint.,People tend to be naive.,because
42335_1,Something was very cute.,It was very cute when he showed us something.,so
35390_1,I would be interested to see more statistics.,I'd like to learn what Christians believed in.,and
24326_2,There is room to interpret the verses.,The world is constantly changing. ,because
42049_2,He lost his wife.,He lost his daughter.,Nan
33848_1,Knowledge comes from experience.,you may not have the opportunity of traveling.,and
41818_11,You said usually media covers what people are interested in. ,and if people are the reason we have these misinterpretations of police brutality then we have no one else but ourselves to blame.,and
13049_1,They are twisting the term evolution,It isn't just a physical thing,Nan
32237_4,what happens is people interpret things differently ,that they arent clearly stated in the Quran.,and
36085_1, the majority of Americans don't understand their culture.,the majority of Americans have never been there.,because
14821_2,To be honest I can say that the majority of opponents we faced were white.,Even my teammates were white.,and
27643_1,Christians of various kinds take up the majority of governmental positions that,sometimes they try to incorporate their beliefs into ,and
35470_2,He lost his car.,Most importantly he lost the ones that he loved.,and
23311_1,Everyone in the Middle East is a terrorist.,We should just bomb them all.,and
7537_1,I wanted to look Hispanic to the rest of the world.,Perhaps they wouldn't only notice my Irish side.,so
32704_1,I've had the experience to understand what he means.,He saying that we have a lack of geography.,and
22563_1,It broke my heart hearing how a mistake made by our country destroyed his life.,A mistake made by our country destroy everything he lived for. ,and
31255_3,It's not threatening our lives.,There is something we can do to fix it.,and
38639_4,Muslims aren't all out to get revenge.,Muslims aren't all Anti-American.,and
35278_2,He was goingto join us over FaceTime.,I was expecting to see a broken man.,and
41427_3,We made the hasty decision to fight back with hate.,Who wants peace.,and
36906_1,War is one thing.,Countries have been able to recover from devastating wars.,and
33456_2,He works hard.,He has the same sort of rational thought process that people around me share.,and
21803_1,I like that Sam kept repeating the phrase real people.,"When talking about Rafi, he says, Real people.",Nan
37883_1,They restore a sense of  humanity.,It is not about having anger in your heart.,Nan
33264_1,One thing I agree on is the fact that we need to take a closer ,"look into other religions, races.",and
35140_3,After this class I will never forget Basim's story. ,I bet neither will you.,and
26797_2,It makes me wonder how they might view us.,We regularly invade their country.,so
7947_1,I think its important being that we live in a very diverse world.,"To be less broad, we go to a very diverse university.",and
26008_1,I sincerely hope Basim gets what he deserves.,Nobody should ever go through the pain that he went through.,because
40005_2,I have a much better understanding for how other religions are the exact same.,Muslims have done terrible things in the past.,and
32244_1,I disagree on your statement that religion is an excuse to do inhuman things.,You're referring to the minority of people in those groups.,because
41499_2,He was Rafi's partner.,He was Rafi's good friend.,and
28026_1,"In the beginning of class, I remember thinking the attack on Sharia Law was crazy.",Sharia Law could never happen in the United States.,because
19943_1,We believe they're killing our people.,We believe that we're fighting Afghan's war.,and
34449_2,I was left speechless.,Losing one family member is tough.,because
31577_3,Used them as a guidebook for daily lives.,There is no room for exploration.,and
31301_1,"The thing is we never think of it that way,",Our state and church is separate in the United States.,because
36062_2,I think that a lot of people can take a lot away from what he said.,They should.,and
19581_2,We all had common ground.,"We were trying to speak together in English, and all trying to learn Danish.",and
42092_1,I think that everybody needs to take a step back.,everybody needs take some words of wisdom from Basim.,and
27137_1,"This goes back to the idea, that people should be more open-minded.",People need to listen to others to try to understand their beliefs.,and
35772_4,People should start to actually follow what their religion truly believes.,I believe the world would be much more peaceful.,and
11746_1,"As white men, you and I can only voice our opinions through our experiences.",Like it or not it is a position of power in our country.,and
30338_3,my opinion I think we look at a third world country like Afghanistan., we look down on it.,because
22122_1,They look peaceful.,It doesn't mean that all Christians are the same way.,because
34485_3,I think we base are believes on stereotypes no one ever talks about how generous these people are all they talk about is war ., more war.,and
42129_3,It is scary.,It is a step in the direction of Christian Sharia.,because
38391_1,Basim even has such a good relationship with Sam,Sam is an American.,Nan
30269_1,who is said that christians are taught to use the bible a guide,which islams use the Quran that answers to various difficult questions,and
15053_5,They are accepting of it. ,I know they would be fine with it.,so
9911_1,As you look closely you will find these distinctive features.,There are details that are different compared to your people.,and
13379_1,Anyone who plays sports professionally is a freak human being.,They have crazy athletic abilities. ,because
19150_5,A man who used to live in the war zone came to America.,and shared whats happening over there.,because
19737_1,Do not even eat with such people was a normal concept to accept.,Those actions and ways of life were appalling to the average person.,because
8109_1,The video that I'm doing my response on is the Mixed Races are the Future video.,I will link it in the post.,Nan
32334_1,which we all know that legally,"which morally, these things are wrong.",because
30631_2,That is why this class discussion is important,Class discussion broaden our minds.,because
37595_1,I has its moments.,That's all anger should be.,Nan
16257_1,I think it is because that is all we were ever taught in school.,We did not question the idea that Afghanistan really could be any different.,so
21176_1,Bush saw this as a reason to gather our troops.,He immediately send them over to Afghanistan.,and
16328_9,Our culture would be much cooler.,We will be able to have legitimate discussions.,Nan
42097_3,I realize that life is amazing.,We have to be thankful for the people we have in it.,and
8555_3,I love talking to people.,I love learning about their cultures.,and
10547_1,Does the talk about race in the United States applify the racial divide?,Does it help close the divide?,and
33936_3,Muslim extremists have drawn attention from the media.,Muslim extremists have become the greatest public enemy.,and
26569_3,I am proud to be American.,Its not fair for innocent families to be traumatized.,because
39270_4,The accidental bombing of Americans.,Something tragic to listen to.,so
33756_3,People think they know about the religion themselves.,They know very little.,because
19944_1,We're very quick to question.,We question why other countries don't like us.,so
42601_1,I hope.,We can make strides to better the future.,and
26698_3,"The Christian Sharia Law portion, following, is what really stuck with me.",It's very prominent in America today.,because
35045_1,I would still be very much upset about this. ,They were my race.,because
31944_1, him to take the time out of his day speak calmly to us,says a great deal about his character the religion he faithfully follows.,so
37119_2,How are you not angry with America,This question is something,Nan
40376_1,He said he forgives.,He can't continue to stay mad.,because
41639_2, this war is to destabilize already weakened by corruption Ukrainian economy., later on this land would be easy to take.,so
8626_3,Many of my peers and classmates in high school were extremely driven., and they weren't white.,so
33171_2,"look at it objectively, make a sound.", logical choice about how they will carry on.,and
38403_3,We can even go down to one of these effected areas.,We can volunteer.,and
24700_1,Both of these movies portrayed a picture of the land our country is at war with.,It is completely unrealistic for many everyday war situations.,Nan
31674_1,Most people believe that the whole Islam religion is violent.,fight against people who are not part of them.,and
40309_1,He showed schools.,He showed people.,Nan
42590_1,Basim said we need to take advantage of the amazing technology that is available to us. ,He said we need to learn more about the world. ,and
41470_5,People live different lives.,Naturally people need different things in their lives.,because
39142_3,The problems in our life in the US are so miniscule.,He has endured.,Nan
36105_1,Basim is a great example.,He is living proof a belief system helps.,Nan
40819_1,No one should ever have to go through the tragedy.,He experienced.,and
14952_1,There will always be dissention among the human race.,No one will ever agree one hundred percent.,Nan
8901_1,These long standing traditions build much of our personality.,It makes up who we are.,and
42746_6,They view ISIS as being Muslim.,Muslims thereby have guilt by association.,because
29186_2, by looking at the size of it., I am surprise.,and
20439_1,I began to do research on this thought.,I knew I was extremely uninformed.,because
23514_1,You should be able to make decisions based on the morals and themes of the book you believe in. ,You should not have to look to the book for every decision you make.,and
42601_3,We can take away this fear.,We can take away this unfairness.,and
19680_2,The audience naturally generalizes about them. ,We blankets that behavior across all the people in that region.,Nan
30095_6, it was silly to me to be ignorant.,"judgmental learning a thing about Islam , Muslims.",so
41479_5,You gave the statistic of the drug convection concerning jobs., How black people in the exercise would get the job over a white person in the exercise.,and
30988_2,in our culture I feel like a lot of people just give up on their marriage.,They get a divorce without trying.,and
32864_1,I was very happy that Sam compared Christianity  the Muslim,"religion to each other  it allowed me to have a different, more open-minded",and
33656_4,Some Christians fight.,Bring god back into the classrooms.,so
39587_1,I don't understand,People are lost in their way,Nan
14655_3,"Next to the ""white"" box it said this in parentheses. ", ( if you are middle eastern check the white box).,and
31911_3,One day they both disappeared.,I never got to see them again.,and
10465_3,People are looking to date in other races. ,It's exotic is not right.,Nan
33459_2,how much of a big deal this was in the past.,was I have been living in the darkness.,because
41568_1,I think he has an amazing approach on life.,He has an amazing approach on his future.,and
10013_1,I had a racist white grandmother whom I've never met.,She didn't approve of my parents marriage.,because
31332_1,Dr. Richards has a lecture clip called Radicalizing the Bible.,It is about Christian Sharia.,Nan
23806_5,People can pick out anything they don't like about you.,They can just decide they don't like you as a person.,Nan
10088_1,"Recently in America, the actions of the racists in Charlottesville have made it seem like our country has taken a few steps backward.",Even if  that is not the case.,Nan
33684_2,Most Americans don't know much about Islam.,Americans don't ask Muslims questions.,and
40471_2,Some people can understand.,The know you shouldn't generalize about a whole group of people.,Nan
35716_2,"Like you said, we usually look at our previous leaders.",We find major differences between them.,because
37335_3,I never really understood the life that people were able to live while this huge war was going on right in their front yard. ,I never really understood how they felt about the United States invading Iraq.,because
30626_2,Or the state of our military campaigns.,"As a country, we don't see bothered with the value of innocent lives. ",and
30519_5,We have laws that allow people to discriminate against homosexuals.,People discriminate against homosexuals due to their lifestyle.,because
21283_1,Just imagine for a second.,You are staying in your home town enjoying family time.,Nan
39778_2,ISIS was a terrorist group that hid away in caves .,i had no idea how culturally intrusive they had become.,and
